cluster_id	referent	in_clust
9656	DLR58_RS03370	TW84_RS13310
9657	DLR58_RS04980	DLR58_RS04980
9657	DLR58_RS04980	ET948_RS03490
9657	DLR58_RS04980	DLR58_RS05560
9658	DLR58_RS06765	DLR58_RS06765
9659	ET948_RS00525	ET948_RS00525
9659	ET948_RS00525	EXA23_RS05460
9660	ET948_RS10240	ET948_RS10240
9661	ET948_RS11570	ET948_RS11570
9661	ET948_RS11570	CEQ48_RS13005
9661	ET948_RS11570	TW84_RS04790
9662	ET948_RS11745	ET948_RS11745
9663	ET948_RS15770	ET948_RS15770
9664	GPX87_RS15730	GPX87_RS15730
9664	GPX87_RS15730	EXA23_RS05495
9665	EXA14_RS08425	EXA14_RS08425
9666	EXA14_RS02945	EXA14_RS02945
9667	EXA16_RS12840	EXA16_RS12840
9668	EXA17_RS02880	EXA17_RS02880
9669	EXA18_RS00615	EXA18_RS00615
9670	EXA19_RS14305	EXA19_RS14305
9671	EXA22_RS16610	EXA22_RS16610
9671	EXA22_RS16610	DLR60_RS05185
9672	EXA23_RS14120	EXA23_RS14120
9673	MJ623_RS17640	MJ623_RS17640
9674	MJ623_RS19520	MJ623_RS19520
9675	ET948_RS01165	ET948_RS01165
9675	ET948_RS01165	TW84_RS09245
9675	ET948_RS01165	CEQ48_RS07210
9676	ET948_RS10365	ET948_RS10365
9676	ET948_RS10365	TW84_RS00750
9676	ET948_RS10365	CEQ48_RS11330
9677	ET948_RS10705	ET948_RS10705
9677	ET948_RS10705	TW84_RS15835
9678	ET948_RS14275	ET948_RS14275
9679	GPX87_RS13670	GPX87_RS13670
9680	GPX92_RS08080	GPX92_RS08080
9681	GPX92_RS17520	GPX92_RS17520
9681	GPX92_RS17520	DLR62_RS19670
9682	EXA14_RS18865	EXA14_RS18865
9683	EXA14_RS11135	EXA14_RS11135
9684	EXA15_RS09905	EXA15_RS09905
9685	EXA15_RS14655	EXA15_RS14655
9686	EXA16_RS15855	EXA16_RS15855
9687	EXA17_RS15285	EXA17_RS15285
9687	EXA17_RS15285	GPX87_RS13645
9688	EXA18_RS13170	EXA18_RS13170
9688	EXA18_RS13170	MJ623_RS14460
9688	EXA18_RS13170	AACU04_RS03180
9688	EXA18_RS13170	MJ623_RS12260
9689	EXA18_RS06510	EXA18_RS06510
9690	EXA18_RS06670	EXA18_RS06670
9690	EXA18_RS06670	ABS858_RS04415
9691	EXA19_RS12320	EXA19_RS12320
9692	EXA20_RS16155	EXA20_RS16155
9693	EXA21_RS09145	EXA21_RS09145
9694	EXA22_RS17185	EXA22_RS17185
9695	EXA23_RS12075	EXA23_RS12075
9696	MJ623_RS15265	MJ623_RS15265
9697	ET948_RS02195	ET948_RS02195
9697	ET948_RS02195	DLR58_RS13990
9697	ET948_RS02195	TW84_RS22400
9698	ET948_RS02415	ET948_RS02415
9698	ET948_RS02415	DLR58_RS18595
9698	ET948_RS02415	TW84_RS22305
9699	ET948_RS15380	ET948_RS15380
9699	ET948_RS15380	TW84_RS19155
9700	GPX87_RS14070	GPX87_RS14070
9700	GPX87_RS14070	AACU23_RS03900
9701	GPX87_RS14490	GPX87_RS14490
9702	EXA14_RS19855	EXA14_RS19855
9703	EXA15_RS04650	EXA15_RS04650
9704	EXA17_RS12105	EXA17_RS12105
9705	EXA18_RS07790	EXA18_RS07790
9706	EXA19_RS13650	EXA19_RS13650
9707	EXA19_RS08310	EXA19_RS08310
9707	EXA19_RS08310	ET948_RS09510
9707	EXA19_RS08310	EXA21_RS08970
9708	TW84_RS05660	TW84_RS05660
9708	TW84_RS05660	CEQ48_RS06190
9709	TW84_RS05820	TW84_RS05820
9709	TW84_RS05820	CEQ48_RS08510
9709	TW84_RS05820	ET948_RS08220
9710	TW84_RS10705	TW84_RS10705
9711	TW84_RS14385	TW84_RS14385
9711	TW84_RS14385	ET948_RS00150
9711	TW84_RS14385	CEQ48_RS14525
9712	TW84_RS14540	TW84_RS14540
9712	TW84_RS14540	CEQ48_RS04290
9712	TW84_RS14540	CEQ48_RS05420
9712	TW84_RS14540	ET948_RS10625
9712	TW84_RS14540	TW84_RS17940
9713	TW84_RS18620	TW84_RS18620
9714	TW84_RS22185	TW84_RS22185
9714	TW84_RS22185	CEQ48_RS16040
9714	TW84_RS22185	ET948_RS01505
9715	JYA58_RS25250	JYA58_RS25250
9716	JYA58_RS09355	JYA58_RS09355
9717	ABS858_RS05915	ABS858_RS05915
9718	AACV94_RS15380	AACV94_RS15380
9719	TW84_RS00725	TW84_RS00725
9719	TW84_RS00725	DLR58_RS12385
9720	TW84_RS00915	TW84_RS00915
9721	TW84_RS09515	TW84_RS09515
9721	TW84_RS09515	DLR58_RS01260
9721	TW84_RS09515	ET948_RS06175
9722	TW84_RS13695	TW84_RS13695
9722	TW84_RS13695	CEQ48_RS15635
9722	TW84_RS13695	ET948_RS06800
9723	TW84_RS13880	TW84_RS13880
9723	TW84_RS13880	CEQ48_RS15750
9723	TW84_RS13880	ET948_RS06700
9724	TW84_RS14050	TW84_RS14050
9724	TW84_RS14050	DLR58_RS14225
9725	TW84_RS17250	TW84_RS17250
9726	TW84_RS17485	TW84_RS17485
9726	TW84_RS17485	EXA21_RS16695
9726	TW84_RS17485	CEQ48_RS04690
9727	TW84_RS17645	TW84_RS17645
9727	TW84_RS17645	ET948_RS13360
9727	TW84_RS17645	CEQ48_RS04995
9728	TW84_RS21545	TW84_RS21545
9729	TW84_RS21770	TW84_RS21770
9729	TW84_RS21770	CEQ48_RS17580
9729	TW84_RS21770	ET948_RS03205
9730	HRU48_RS14775	HRU48_RS14775
9731	HRU48_RS03350	HRU48_RS03350
9732	JYA58_RS13065	JYA58_RS13065
9733	JYA58_RS23925	JYA58_RS23925
9734	JYA57_RS23405	JYA57_RS23405
9735	ABS858_RS23550	ABS858_RS23550
9736	AACV94_RS19330	AACV94_RS19330
9737	TW84_RS01055	TW84_RS01055
9737	TW84_RS01055	CEQ48_RS11080
9738	TW84_RS01445	TW84_RS01445
9738	TW84_RS01445	GPX87_RS06405
9738	TW84_RS01445	DLR58_RS11400
9739	TW84_RS08705	TW84_RS08705
9739	TW84_RS08705	ET948_RS08815
9739	TW84_RS08705	DLR60_RS06485
9740	JYA58_RS04215	JYA58_RS04215
9740	JYA58_RS04215	EXA18_RS06585
9741	JYA58_RS23805	JYA58_RS23805
9742	JYA57_RS09000	JYA57_RS09000
9743	AACS08_RS02885	AACS08_RS02885
9744	AACS08_RS21345	AACS08_RS21345
9745	AACX92_RS03720	AACX92_RS03720
9746	AACX92_RS22405	AACX92_RS22405
9747	TW84_RS02520	TW84_RS02520
9747	TW84_RS02520	CEQ48_RS04060
9747	TW84_RS02520	GPX87_RS16450
9748	TW84_RS02750	TW84_RS02750
9748	TW84_RS02750	TW84_RS03140
9749	TW84_RS02965	TW84_RS02965
9750	TW84_RS06700	TW84_RS06700
9750	TW84_RS06700	CEQ48_RS03250
9751	TW84_RS07025	TW84_RS07025
9752	TW84_RS10310	TW84_RS10310
9753	TW84_RS10470	TW84_RS10470
9754	TW84_RS14670	TW84_RS14670
9755	TW84_RS18905	TW84_RS18905
9755	TW84_RS18905	CEQ48_RS14295
9755	TW84_RS18905	DLR59_RS16840
9755	TW84_RS18905	TW84_RS20325
9756	HRU48_RS15605	HRU48_RS15605
9757	HRU48_RS22875	HRU48_RS22875
9758	JYA58_RS04190	JYA58_RS04190
9758	JYA58_RS04190	EXA18_RS06615
9759	OH455_RS01390	OH455_RS01390
9760	ABS858_RS06670	ABS858_RS06670
9761	AACS08_RS01615	AACS08_RS01615
9761	AACS08_RS01615	ABS858_RS05890
9762	AACV94_RS06510	AACV94_RS06510
9763	AACX92_RS18680	AACX92_RS18680
9764	TW84_RS01730	TW84_RS01730
9764	TW84_RS01730	CEQ48_RS18765
9764	TW84_RS01730	ET948_RS04120
9765	TW84_RS01895	TW84_RS01895
9766	TW84_RS08185	TW84_RS08185
9767	TW84_RS08345	TW84_RS08345
9768	TW84_RS08510	TW84_RS08510
9768	TW84_RS08510	CEQ48_RS13250
9768	TW84_RS08510	ET948_RS09560
9769	TW84_RS12185	TW84_RS12185
9770	TW84_RS12370	TW84_RS12370
9771	TW84_RS12610	TW84_RS12610
9772	TW84_RS15965	TW84_RS15965
9772	TW84_RS15965	GPX87_RS06810
9772	TW84_RS15965	CEQ48_RS17990
9773	TW84_RS19670	TW84_RS19670
9773	TW84_RS19670	GPX87_RS14945
9774	TW84_RS19850	TW84_RS19850
9774	TW84_RS19850	ET948_RS05635
9774	TW84_RS19850	CEQ48_RS06030
9775	HRU48_RS23510	HRU48_RS23510
9776	JYA58_RS22960	JYA58_RS22960
9777	JYA58_RS23165	JYA58_RS23165
9778	JYA57_RS13155	JYA57_RS13155
9778	JYA57_RS13155	HRU48_RS15550
9778	JYA57_RS13155	EXA14_RS03340
9779	OH455_RS12730	OH455_RS12730
9779	OH455_RS12730	OH455_RS12725
9780	ABS858_RS04360	ABS858_RS04360
9781	ABS858_RS04555	ABS858_RS04555
9781	ABS858_RS04555	EXA14_RS02745
9782	AACS08_RS12805	AACS08_RS12805
9783	TW84_RS00195	TW84_RS00195
9784	TW84_RS00360	TW84_RS00360
9785	TW84_RS04280	TW84_RS04280
9785	TW84_RS04280	CEQ48_RS12235
9786	TW84_RS04975	TW84_RS04975
9786	TW84_RS04975	ET948_RS12410
9786	TW84_RS04975	CEQ48_RS09575
9787	TW84_RS10710	TW84_RS10710
9787	TW84_RS10710	CEQ48_RS19375
9788	TW84_RS14545	TW84_RS14545
9789	TW84_RS18215	TW84_RS18215
9789	TW84_RS18215	ET948_RS13450
9789	TW84_RS18215	CEQ48_RS00280
9790	TW84_RS18625	TW84_RS18625
9791	JYA58_RS15175	JYA58_RS15175
9792	JYA58_RS09360	JYA58_RS09360
9793	JYA57_RS21575	JYA57_RS21575
9794	AACV94_RS15385	AACV94_RS15385
9795	TW84_RS00570	TW84_RS00570
9796	TW84_RS00920	TW84_RS00920
9797	TW84_RS09355	TW84_RS09355
9797	TW84_RS09355	CEQ48_RS06780
9797	TW84_RS09355	ET948_RS06330
9798	TW84_RS14055	TW84_RS14055
9798	TW84_RS14055	DLR58_RS14220
9798	TW84_RS14055	ET948_RS17055
9799	TW84_RS21555	TW84_RS21555
9800	HRU48_RS14780	HRU48_RS14780
9801	HRU48_RS21770	HRU48_RS21770
9802	JYA58_RS13070	JYA58_RS13070
9803	JYA58_RS23930	JYA58_RS23930
9804	JYA57_RS23485	JYA57_RS23485
9805	ABS858_RS23555	ABS858_RS23555
9806	TW84_RS01060	TW84_RS01060
9806	TW84_RS01060	CEQ48_RS11070
9806	TW84_RS01060	TW84_RS20615
9807	JYA58_RS04220	JYA58_RS04220
9808	JYA58_RS23810	JYA58_RS23810
9809	JYA57_RS09005	JYA57_RS09005
9809	JYA57_RS09005	ABS858_RS19560
9810	AACS08_RS02890	AACS08_RS02890
9811	AACS08_RS21555	AACS08_RS21555
9812	TW84_RS02525	TW84_RS02525
9812	TW84_RS02525	DLR58_RS06180
9813	TW84_RS02755	TW84_RS02755
9814	TW84_RS02970	TW84_RS02970
9815	TW84_RS06705	TW84_RS06705
9816	TW84_RS06860	TW84_RS06860
9817	TW84_RS07030	TW84_RS07030
9818	TW84_RS14675	TW84_RS14675
9819	TW84_RS18915	TW84_RS18915
9820	TW84_RS19085	TW84_RS19085
9821	HRU48_RS15610	HRU48_RS15610
9822	HRU48_RS22880	HRU48_RS22880
9823	JYA58_RS24900	JYA58_RS24900
9824	JYA58_RS04195	JYA58_RS04195
9824	JYA58_RS04195	EXA18_RS06610
9824	JYA58_RS04195	EXA14_RS02805
9824	JYA58_RS04195	ABS858_RS04495
9825	OH455_RS14110	OH455_RS14110
9825	OH455_RS14110	TW84_RS14560
9826	ABS858_RS06675	ABS858_RS06675
9827	AACV94_RS06515	AACV94_RS06515
9828	AACX92_RS18685	AACX92_RS18685
9829	TW84_RS01900	TW84_RS01900
9830	TW84_RS08190	TW84_RS08190
9831	TW84_RS08350	TW84_RS08350
9832	TW84_RS12190	TW84_RS12190
9833	TW84_RS12375	TW84_RS12375
9834	TW84_RS12615	TW84_RS12615
9835	CEQ48_RS03130	CEQ48_RS03130
9836	CEQ48_RS04830	CEQ48_RS04830
9837	CEQ48_RS05285	CEQ48_RS05285
9837	CEQ48_RS05285	ET948_RS14240
9837	CEQ48_RS05285	TW84_RS17680
9838	DLR58_RS05010	DLR58_RS05010
9838	DLR58_RS05010	ET948_RS10835
9838	DLR58_RS05010	TW84_RS06855
9839	DLR58_RS06845	DLR58_RS06845
9840	ET948_RS00185	ET948_RS00185
9840	ET948_RS00185	TW84_RS14875
9840	ET948_RS00185	CEQ48_RS14570
9841	ET948_RS10085	ET948_RS10085
9841	ET948_RS10085	CEQ48_RS11190
9841	ET948_RS10085	TW84_RS15680
9842	ET948_RS11770	ET948_RS11770
9843	ET948_RS15855	ET948_RS15855
9843	ET948_RS15855	TW84_RS14920
9843	ET948_RS15855	CEQ48_RS01425
9844	ET948_RS16060	ET948_RS16060
9845	EXA14_RS18360	EXA14_RS18360
9846	EXA14_RS04785	EXA14_RS04785
9847	EXA15_RS05180	EXA15_RS05180
9848	EXA16_RS15665	EXA16_RS15665
9849	EXA17_RS02900	EXA17_RS02900
9850	EXA18_RS00635	EXA18_RS00635
9851	EXA19_RS18105	EXA19_RS18105
9851	EXA19_RS18105	EXA18_RS11175
9851	EXA19_RS18105	GPX94_RS03395
9852	EXA22_RS18765	EXA22_RS18765
9853	EXA23_RS14155	EXA23_RS14155
9854	MJ623_RS14215	MJ623_RS14215
9855	MJ623_RS15840	MJ623_RS15840
9856	MJ623_RS19565	MJ623_RS19565
9857	ET948_RS13955	ET948_RS13955
9858	ET948_RS14295	ET948_RS14295
9859	GPX87_RS09860	GPX87_RS09860
9860	GPX87_RS13705	GPX87_RS13705
9861	GPX92_RS08210	GPX92_RS08210
9862	GPX92_RS08395	GPX92_RS08395
9863	EXA14_RS02405	EXA14_RS02405
9864	EXA14_RS11155	EXA14_RS11155
9865	EXA15_RS09925	EXA15_RS09925
9866	EXA15_RS14675	EXA15_RS14675
9867	EXA16_RS15970	EXA16_RS15970
9868	EXA17_RS15355	EXA17_RS15355
9869	EXA18_RS13190	EXA18_RS13190
9869	EXA18_RS13190	AACU04_RS03195
9870	EXA18_RS06530	EXA18_RS06530
9871	EXA18_RS06695	EXA18_RS06695
9872	EXA19_RS15620	EXA19_RS15620
9873	EXA20_RS16235	EXA20_RS16235
9874	EXA22_RS12700	EXA22_RS12700
9875	EXA22_RS08860	EXA22_RS08860
9876	EXA23_RS12435	EXA23_RS12435
9877	MJ623_RS15285	MJ623_RS15285
9878	MJ623_RS16470	MJ623_RS16470
9879	ET948_RS02440	ET948_RS02440
9879	ET948_RS02440	CEQ48_RS16665
9879	ET948_RS02440	TW84_RS22330
9880	ET948_RS15415	ET948_RS15415
9881	GPX87_RS14085	GPX87_RS14085
9882	GPX92_RS04075	GPX92_RS04075
9882	GPX92_RS04075	EXA21_RS01725
9882	GPX92_RS04075	TW84_RS07815
9882	GPX92_RS04075	CEQ48_RS02280
9883	EXA14_RS04220	EXA14_RS04220
9884	EXA19_RS13670	EXA19_RS13670
9885	EXA19_RS08340	EXA19_RS08340
9885	EXA19_RS08340	EXA18_RS10465
9886	EXA22_RS16160	EXA22_RS16160
9887	EXA23_RS16595	EXA23_RS16595
9888	MJ623_RS16900	MJ623_RS16900
9889	ET948_RS04445	ET948_RS04445
9889	ET948_RS04445	CEQ48_RS19020
9889	ET948_RS04445	TW84_RS20910
9890	ET948_RS06740	ET948_RS06740
9890	ET948_RS06740	CEQ48_RS15700
9890	ET948_RS06740	TW84_RS13825
9891	ET948_RS13905	ET948_RS13905
9891	ET948_RS13905	CEQ48_RS12140
9892	GPX92_RS12400	GPX92_RS12400
9893	GPX94_RS13000	GPX94_RS13000
9894	EXA22_RS18640	EXA22_RS18640
9895	MJ623_RS17920	MJ623_RS17920
9896	EXA23_RS16390	EXA23_RS16390
9897	MJ623_RS18870	MJ623_RS18870
9898	GPX87_RS09865	GPX87_RS09865
9899	GPX87_RS13715	GPX87_RS13715
9900	GPX92_RS08405	GPX92_RS08405
9901	EXA14_RS02410	EXA14_RS02410
9902	EXA14_RS11160	EXA14_RS11160
9903	EXA15_RS09930	EXA15_RS09930
9904	EXA15_RS14680	EXA15_RS14680
9905	EXA16_RS16030	EXA16_RS16030
9906	EXA17_RS15360	EXA17_RS15360
9907	EXA18_RS06370	EXA18_RS06370
9907	EXA18_RS06370	AACU04_RS16900
9908	EXA18_RS06700	EXA18_RS06700
9908	EXA18_RS06700	JYA58_RS04120
9909	EXA19_RS05820	EXA19_RS05820
9910	EXA20_RS16240	EXA20_RS16240
9911	EXA22_RS12705	EXA22_RS12705
9912	EXA22_RS12105	EXA22_RS12105
9913	EXA23_RS12440	EXA23_RS12440
9914	ET948_RS15425	ET948_RS15425
9915	GPX87_RS14090	GPX87_RS14090
9916	EXA14_RS04485	EXA14_RS04485
9917	EXA17_RS12135	EXA17_RS12135
9917	EXA17_RS12135	CEQ48_RS16375
9918	EXA19_RS13675	EXA19_RS13675
9919	EXA19_RS08345	EXA19_RS08345
9919	EXA19_RS08345	EXA22_RS09540
9920	EXA22_RS16165	EXA22_RS16165
9921	EXA23_RS16600	EXA23_RS16600
9922	MJ623_RS19035	MJ623_RS19035
9923	ET948_RS04275	ET948_RS04275
9924	ET948_RS04460	ET948_RS04460
9924	ET948_RS04460	CEQ48_RS19035
9924	ET948_RS04460	TW84_RS20895
9925	ET948_RS07120	ET948_RS07120
9925	ET948_RS07120	CEQ48_RS07485
9925	ET948_RS07120	TW84_RS13290
9926	ET948_RS13575	ET948_RS13575
9926	ET948_RS13575	TW84_RS05175
9926	ET948_RS13575	CEQ48_RS05350
9927	ET948_RS13910	ET948_RS13910
9927	ET948_RS13910	CEQ48_RS12135
9928	GPX92_RS12405	GPX92_RS12405
9929	GPX94_RS13010	GPX94_RS13010
9930	EXA16_RS15130	EXA16_RS15130
9931	EXA22_RS15565	EXA22_RS15565
9932	EXA22_RS17390	EXA22_RS17390
9933	MJ623_RS18890	MJ623_RS18890
9934	ET948_RS04975	ET948_RS04975
9934	ET948_RS04975	EXA17_RS08220
9934	ET948_RS04975	CEQ48_RS19655
9935	ET948_RS07600	ET948_RS07600
9935	ET948_RS07600	CEQ48_RS07955
9935	ET948_RS07600	TW84_RS09655
9936	ET948_RS16325	ET948_RS16325
9936	ET948_RS16325	CEQ48_RS03700
9936	ET948_RS16325	TW84_RS14980
9937	GPX87_RS16165	GPX87_RS16165
9938	GPX94_RS13470	GPX94_RS13470
9939	EXA14_RS14445	EXA14_RS14445
9940	EXA15_RS15120	EXA15_RS15120
9941	EXA17_RS02140	EXA17_RS02140
9942	EXA19_RS19095	EXA19_RS19095
9943	EXA22_RS14480	EXA22_RS14480
9944	EXA23_RS12670	EXA23_RS12670
9945	MJ623_RS12090	MJ623_RS12090
9946	MJ623_RS12250	MJ623_RS12250
9947	ET948_RS07955	ET948_RS07955
9948	ET948_RS08475	ET948_RS08475
9949	ET948_RS08665	ET948_RS08665
9950	ET948_RS16920	ET948_RS16920
9950	ET948_RS16920	TW84_RS14900
9950	ET948_RS16920	CEQ48_RS10490
9951	GPX87_RS12700	GPX87_RS12700
9952	GPX92_RS02410	GPX92_RS02410
9953	EXA14_RS18740	EXA14_RS18740
9954	EXA14_RS14420	EXA14_RS14420
9955	GPX87_RS09565	GPX87_RS09565
9956	GPX87_RS17450	GPX87_RS17450
9957	EXA14_RS18180	EXA14_RS18180
9958	EXA14_RS03315	EXA14_RS03315
9959	EXA14_RS16125	EXA14_RS16125
9960	EXA20_RS17110	EXA20_RS17110
9961	EXA22_RS16940	EXA22_RS16940
9962	EXA23_RS05505	EXA23_RS05505
9962	EXA23_RS05505	ET948_RS08465
9963	ET948_RS00550	ET948_RS00550
9964	ET948_RS00925	ET948_RS00925
9964	ET948_RS00925	CEQ48_RS11105
9965	ET948_RS05775	ET948_RS05775
9965	ET948_RS05775	TW84_RS05675
9965	ET948_RS05775	CEQ48_RS06170
9966	ET948_RS05950	ET948_RS05950
9966	ET948_RS05950	CEQ48_RS06365
9966	ET948_RS05950	TW84_RS20050
9967	ET948_RS11915	ET948_RS11915
9968	TW84_RS00220	TW84_RS00220
9969	TW84_RS00380	TW84_RS00380
9970	TW84_RS04300	TW84_RS04300
9971	TW84_RS04655	TW84_RS04655
9972	TW84_RS05155	TW84_RS05155
9973	TW84_RS05345	TW84_RS05345
9973	TW84_RS05345	ET948_RS12770
9973	TW84_RS05345	CEQ48_RS13995
9974	TW84_RS06005	TW84_RS06005
9974	TW84_RS06005	ET948_RS07960
9974	TW84_RS06005	CEQ48_RS08245
9975	TW84_RS14565	TW84_RS14565
9976	TW84_RS18255	TW84_RS18255
9977	TW84_RS23810	TW84_RS23810
9978	TW84_RS22225	TW84_RS22225
9978	TW84_RS22225	ET948_RS01685
9978	TW84_RS22225	CEQ48_RS16225
9979	HRU48_RS13895	HRU48_RS13895
9980	JYA58_RS15195	JYA58_RS15195
9981	JYA58_RS09385	JYA58_RS09385
9982	JYA57_RS11695	JYA57_RS11695
9983	AACV94_RS15405	AACV94_RS15405
9984	TW84_RS00590	TW84_RS00590
9985	TW84_RS13735	TW84_RS13735
9985	TW84_RS13735	ET948_RS06840
9985	TW84_RS13735	DLR58_RS08700
9986	TW84_RS13905	TW84_RS13905
9986	TW84_RS13905	CEQ48_RS02830
9986	TW84_RS13905	TW84_RS18665
9986	TW84_RS13905	ET948_RS06675
9986	TW84_RS13905	AACS08_RS20700
9986	TW84_RS13905	CEQ48_RS15775
9987	TW84_RS14080	TW84_RS14080
9988	TW84_RS21575	TW84_RS21575
9989	TW84_RS21795	TW84_RS21795
9989	TW84_RS21795	CEQ48_RS17605
9989	TW84_RS21795	ET948_RS03230
9990	HRU48_RS14805	HRU48_RS14805
9991	HRU48_RS21810	HRU48_RS21810
9992	JYA58_RS23950	JYA58_RS23950
9993	JYA59_RS25405	JYA59_RS25405
9994	ABS858_RS23615	ABS858_RS23615
9995	AACX92_RS03770	AACX92_RS03770
9996	TW84_RS01080	TW84_RS01080
9996	TW84_RS01080	ET948_RS10340
9996	TW84_RS01080	CEQ48_RS11295
9997	TW84_RS08905	TW84_RS08905
9997	TW84_RS08905	ET948_RS08270
9997	TW84_RS08905	CEQ48_RS08560
9998	JYA58_RS04240	JYA58_RS04240
9999	JYA58_RS23875	JYA58_RS23875
10000	JYA59_RS05650	JYA59_RS05650
10001	AACS08_RS02920	AACS08_RS02920
10002	AACS08_RS21575	AACS08_RS21575
10003	AACX92_RS03750	AACX92_RS03750
10004	TW84_RS02775	TW84_RS02775
10005	TW84_RS06725	TW84_RS06725
10006	TW84_RS06880	TW84_RS06880
10007	TW84_RS10335	TW84_RS10335
10007	TW84_RS10335	OH455_RS02125
10008	TW84_RS10500	TW84_RS10500
10009	TW84_RS20980	TW84_RS20980
10010	HRU48_RS19555	HRU48_RS19555
10011	JYA58_RS21980	JYA58_RS21980
10011	JYA58_RS21980	JYA58_RS21960
10012	JYA62_RS24210	JYA62_RS24210
10013	JYA57_RS23505	JYA57_RS23505
10014	OH455_RS10615	OH455_RS10615
10014	OH455_RS10615	AACT71_RS11990
10015	AACV94_RS22770	AACV94_RS22770
10016	TW84_RS15495	TW84_RS15495
10016	TW84_RS15495	CEQ48_RS15050
10017	TW84_RS19190	TW84_RS19190
10017	TW84_RS19190	ET948_RS13795
10017	TW84_RS19190	CEQ48_RS12270
10018	TW84_RS19355	TW84_RS19355
10019	TW84_RS23195	TW84_RS23195
10020	HRU48_RS15465	HRU48_RS15465
10021	JYA58_RS11220	JYA58_RS11220
10022	JYA58_RS20790	JYA58_RS20790
10023	JYA57_RS23105	JYA57_RS23105
10024	ABS858_RS13275	ABS858_RS13275
10025	AACS08_RS15490	AACS08_RS15490
10026	TW84_RS03035	TW84_RS03035
10027	TW84_RS03205	TW84_RS03205
10028	TW84_RS03405	TW84_RS03405
10029	TW84_RS09850	TW84_RS09850
10030	TW84_RS25185	TW84_RS25185
10031	TW84_RS13215	TW84_RS13215
10032	TW84_RS13375	TW84_RS13375
10032	TW84_RS13375	CEQ48_RS07265
10032	TW84_RS13375	ET948_RS01110
10033	TW84_RS17740	TW84_RS17740
10034	TW84_RS24180	TW84_RS24180
10034	TW84_RS24180	ET948_RS10610
10034	TW84_RS24180	CEQ48_RS05435
10035	TW84_RS18095	TW84_RS18095
10035	TW84_RS18095	CEQ48_RS04465
10035	TW84_RS18095	ET948_RS10920
10036	TW84_RS22530	TW84_RS22530
10036	TW84_RS22530	EXA14_RS08445
10036	TW84_RS22530	CEQ48_RS05520
10037	TW84_RS22735	TW84_RS22735
10038	HRU48_RS02080	HRU48_RS02080
10039	HRU48_RS20525	HRU48_RS20525
10040	TW84_RS09090	TW84_RS09090
10040	TW84_RS09090	ET948_RS06960
10040	TW84_RS09090	CEQ48_RS15455
10041	TW84_RS12825	TW84_RS12825
10042	TW84_RS13000	TW84_RS13000
10042	TW84_RS13000	GPX87_RS17130
10043	TW84_RS16710	TW84_RS16710
10043	TW84_RS16710	CEQ48_RS10465
10043	TW84_RS16710	ET948_RS11170
10044	TW84_RS17070	TW84_RS17070
10045	HRU48_RS03640	HRU48_RS03640
10045	HRU48_RS03640	CEQ48_RS10885
10046	JYA58_RS13605	JYA58_RS13605
10047	JYA58_RS24070	JYA58_RS24070
10048	JYA57_RS01015	JYA57_RS01015
10049	JYA57_RS11010	JYA57_RS11010
10050	ABS858_RS10785	ABS858_RS10785
10050	ABS858_RS10785	EXA17_RS09000
10050	ABS858_RS10785	CEQ48_RS13530
10051	AACS08_RS23385	AACS08_RS23385
10052	AACV94_RS10970	AACV94_RS10970
10053	TW84_RS02080	TW84_RS02080
10054	TW84_RS02435	TW84_RS02435
10055	TW84_RS07180	TW84_RS07180
10056	TW84_RS07515	TW84_RS07515
10057	TW84_RS11225	TW84_RS11225
10058	TW84_RS11405	TW84_RS11405
10059	TW84_RS11590	TW84_RS11590
10060	CEQ48_RS20025	CEQ48_RS20025
10061	CEQ48_RS02620	CEQ48_RS02620
10062	CEQ48_RS03450	CEQ48_RS03450
10062	CEQ48_RS03450	ET948_RS17400
10062	CEQ48_RS03450	TW84_RS19285
10063	CEQ48_RS04455	CEQ48_RS04455
10064	CEQ48_RS04720	CEQ48_RS04720
10064	CEQ48_RS04720	TW84_RS17510
10065	DLR58_RS00030	DLR58_RS00030
10066	DLR58_RS18885	DLR58_RS18885
10066	DLR58_RS18885	CEQ48_RS01120
10067	DLR58_RS06000	DLR58_RS06000
10067	DLR58_RS06000	TW84_RS18460
10068	DLR58_RS10165	DLR58_RS10165
10069	DLR58_RS11925	DLR58_RS11925
10069	DLR58_RS11925	ET948_RS07900
10069	DLR58_RS11925	EXA16_RS09015
10069	DLR58_RS11925	EXA14_RS06230
10070	DLR58_RS02545	DLR58_RS02545
10071	DLR62_RS04665	DLR62_RS04665
10072	DLR62_RS19110	DLR62_RS19110
10073	DLR59_RS13930	DLR59_RS13930
10074	EXA16_RS15700	EXA16_RS15700
10075	EXA17_RS12875	EXA17_RS12875
10075	EXA17_RS12875	EXA22_RS06840
10076	EXA18_RS00815	EXA18_RS00815
10076	EXA18_RS00815	CEQ48_RS04045
10076	EXA18_RS00815	TW84_RS15130
10077	EXA22_RS16795	EXA22_RS16795
10078	EXA23_RS15120	EXA23_RS15120
10079	MJ623_RS14240	MJ623_RS14240
10080	MJ623_RS18465	MJ623_RS18465
10081	ET948_RS01420	ET948_RS01420
10081	ET948_RS01420	TW84_RS13550
10081	ET948_RS01420	CEQ48_RS15955
10082	ET948_RS08850	ET948_RS08850
10083	ET948_RS09015	ET948_RS09015
